instStructName_s;labStructName_s;authFullName_s;title_s;fr_title_s;en_title_s;producedDate_s;journalTitle_s;journalEissn_s;journalIssn_s;conferenceTitle_s;publisher_s;language_s;domainAllCode_s;primaryDomain_s;domain_s;fr_keyword_s;en_keyword_s;anrProjectAcronym_s;europeanProjectTitle_s;abstract_s;halId_s;uri_s;Maj_auth;maj_title
Centre National de la Recherche Scientifique,UniversitÇ Toulouse III - Paul Sabatier,Institut National des Sciences AppliquÇes - Toulouse,Institut National Polytechnique (Toulouse),STMicroelectronics [Crolles],Commissariat Ö l'Çnergie atomique et aux Çnergies alternatives,UniversitÇ Grenoble Alpes;Laboratoire d'analyse et d'architecture des systämes [Toulouse],Laboratoire d'Electronique et des Technologies de l'Information;Richard Daubriac,Emmanuel Scheid,Hiba Rizk,Richard Monflier,Sylvain Joblot,RÇmi Beneyton,Pablo Acosta Alba,SÇbastien Kerdiläs,Fuccio Cristiano;A differential Hall effect measurement method with sub-nanometre resolution for active dopant concentration profiling in ultrathin doped Si 1? x Ge x and Si layers;;A differential Hall effect measurement method with sub-nanometre resolution for active dopant concentration profiling in ultrathin doped Si 1? x Ge x and Si layers;2018-07;Beilstein Journal of Nanotechnology;;2190-4286;;;en;spi,spi.mat,spi.nano;spi;0.spi,0.spi,1.spi.mat,0.spi,1.spi.nano;;Laser annealing,Sub-nanometre resolution,Fully depleted silicon on insulator FDSOI,Dopant activation,Carrier mobility,Contact resistance,Differential Hall effect;;;In this paper\, we present an enhanced differential Hall effect measurement method (DHE) for ultrathin Si and SiGe layers for the investigation of dopant activation in the surface region with sub-nanometre resolution. In the case of SiGe\, which constitutes the most challenging process\, we show the reliability of the SC1 chemical solution (NH 4 OH/H 2 O 2 /H 2 O) with its slow etch rate\, stoi-chiometry conservation and low roughness generation. The reliability of a complete DHE procedure\, with an etching step as small as 0.5 nm\, is demonstrated on a dedicated 20 nm thick SiGe test structure fabricated by CVD and uniformly doped in situ during growth. The developed method is finally applied to the investigation of dopant activation achieved by advanced annealing methods (including millisecond and nanosecond laser annealing) in two material systems: 6 nm thick SiGeOI and 11 nm thick SOI. In both cases\, DHE is shown to be a uniquely sensitive characterisation technique for a detailed investigation of dopant activation in ultra-shallow layers\, providing sub-nanometre resolution for both dopant concentration and carrier mobility depth profiles. 1926;hal-01921179;https://hal.archives-ouvertes.fr/hal-01921179;RICHARD DAUBRIAC,EMMANUEL SCHEID,HIBA RIZK,RICHARD MONFLIER,SYLVAIN JOBLOT,RêMI BENEYTON,PABLO ACOSTA ALBA,SêBASTIEN KERDIL‘S,FUCCIO CRISTIANO;A DIFFERENTIAL HALL EFFECT MEASUREMENT METHOD WITH SUB-NANOMETRE RESOLUTION FOR ACTIVE DOPANT CONCENTRATION PROFILING IN ULTRATHIN DOPED SI 1? X GE X AND SI LAYERS
ESPCI ParisTech,Sorbonne Universite?,Centre National de la Recherche Scientifique,UniversitÇ Paris Diderot - Paris 7,Centre National de la Recherche Scientifique,UniversitÇ Paris-Sud - Paris 11,Centre National de la Recherche Scientifique,UniversitÇ Savoie Mont Blanc,Institut National Polytechnique de Grenoble,UniversitÇ Joseph Fourier - Grenoble 1,Institut polytechnique de Grenoble - Grenoble Institute of Technology,UniversitÇ Grenoble Alpes;Laboratoire de Physique et d'Etude des MatÇriaux,Centre de Nanosciences et de Nanotechnologies [Marcoussis],Institut de MicroÇlectronique\, ElectromagnÇtisme et Photonique - Laboratoire d'HyperfrÇquences et CaractÇrisation;A Sharafiev,M Malnou,C Feuillet-Palma,C. Ulysse,T Wolf,F. Couâdo,P. Febvre,N. Bergeal,JÇrìme Lesueur;HTS Josephson junctions arrays for high-frequency mixing;;HTS Josephson junctions arrays for high-frequency mixing;07/03/2018;Superconductor Science and Technology;1361-6668;0953-2048;;;en;phys;phys;0.phys;;;;;"We designed\, fabricated and measured short one-dimensional arrays of masked ion-irradiated YBa 2 Cu 3 O 7 Josephson junctions embedded into log-periodic spiral antennas. They consist of 4 or 8 junctions separated either by 960 nm or 80 nm long areas of pristine material. Large spacing arrays show "" Giant "" Shapiro steps in the hundreds-GHz band at 66 K and are tested as Josephson mixers with improved impedance matching. On the contrary\, small spacing arrays behave as one junction with a lower superconducting transition temperature\, hence forming a single weak link on distances up to 880 nm. Such design opens a new way to increase the I c R n product of the devices\, and therefore the efficiency of the Josephson mixers. Hints on the origin of the observed long range proximity effect are proposed.";hal-01777940;https://hal.sorbonne-universite.fr/hal-01777940;A SHARAFIEV,M MALNOU,C FEUILLET-PALMA,C. ULYSSE,T WOLF,F. COU”DO,P. FEBVRE,N. BERGEAL,JêR‚ME LESUEUR;HTS JOSEPHSON JUNCTIONS ARRAYS FOR HIGH-FREQUENCY MIXING
Centre National de la Recherche Scientifique,UniversitÇ Grenoble Alpes,Commissariat Ö l'Çnergie atomique et aux Çnergies alternatives,Ecole Nationale de la Statistique et de l'Analyse de l'Information [Bruz],êcole polytechnique,êcole Nationale de la Statistique et de l'Administration êconomique,Centre National de la Recherche Scientifique,Commissariat Ö l'Çnergie atomique et aux Çnergies alternatives,UniversitÇ Grenoble Alpes;Institut de Recherche Interdisciplinaire de Grenoble,Centre de Recherche en êconomie et Statistique,Laboratoire d'Electronique et des Technologies de l'Information;Jyotirmoy Chatterjee,Eric Gautier,Marc Veillerot,Ricardo Sousa,StÇphane Auffret,Bernard Dieny;Physicochemical origin of improvement of magnetic and transport properties of STT-MRAM cells using Tungsten on FeCoB storage layer,Origine physico-chimique de l'amÇlioration des propriÇtÇs magnÇtiques et de transport de cellules STT-MRAM comprenant des couches de stockage de FeCoB avec couche de couverture en tungstäne;Origine physico-chimique de l'amÇlioration des propriÇtÇs magnÇtiques et de transport de cellules STT-MRAM comprenant des couches de stockage de FeCoB avec couche de couverture en tungstäne;Physicochemical origin of improvement of magnetic and transport properties of STT-MRAM cells using Tungsten on FeCoB storage layer;2019;Applied Physics Letters;0003-6951;0003-6951;;;en;phys.cond.cm-ms;phys.cond.cm-ms;0.phys,1.phys.cond,2.phys.cond.cm-ms;;;;;We investigated and compared the structural and magnetic properties of MgO/FeCoB based out-of-plane magnetized tunnel junctions at thin film level as well as the magneto-transport properties of corresponding patterned STT-MRAM cells comprising either Ta 1 nm or W2 /Ta1 nm cap layers for different annealing temperatures up to 455¯C. W material in the cap was found to improve the structural stiffness of the perpendicular magnetic tunnel junctions and most importantly prohibits Fe diffusion from the FeCoB storage layer to the cap layer\, remarkably improving the thermal robustness and magneto-transport properties of the stacks and of the corresponding patterned memory cells. As a result\, the interfacial anisotropy constant of the MgO/FeCoB interfaces is improved by 17-29% compared to Ta cap. The STT-MRAM cells fabricated from the pMTJ stacks with W/Ta cap reveal a significant improvement of tunneling magnetoresistance and thermal stability factor\, which are respectively 120% and 52 as compared to 70% and 35 for the stack with Ta cap. This improvements are ascribed to the enhancement of MgO crystallinity upon higher temperature annealing (425¯C) as well as prohibition Fe out-diffusion.;hal-02058878;https://hal.archives-ouvertes.fr/hal-02058878;JYOTIRMOY CHATTERJEE,ERIC GAUTIER,MARC VEILLEROT,RICARDO SOUSA,STêPHANE AUFFRET,BERNARD DIENY;PHYSICOCHEMICAL ORIGIN OF IMPROVEMENT OF MAGNETIC AND TRANSPORT PROPERTIES OF STT-MRAM CELLS USING TUNGSTEN ON FECOB STORAGE LAYER
Centre National de la Recherche Scientifique,Institut de Recherche pour le DÇveloppement,Aix Marseille UniversitÇ,Colläge de France,Institut National de la Recherche Agronomique,Institut national des sciences de l'Univers,European Synchrotron Radiation Facility;Centre europÇen de recherche et d'enseignement de gÇosciences de l'environnement,BM30B|FAME;Lorette Scifo,Perrine Chaurand,Nathan Bossa,Astrid Avellan,Melanie Auffan,Armand Masion,Bernard Angeletti,Isabelle Kieffer,JÇrìme Labille,Jean-Yves Bottero,JÇrìme Rose;Non-linear release dynamics for a CeO2 nanomaterial embedded in a protective wood stain\, due to matrix photo-degradation;;Non-linear release dynamics for a CeO2 nanomaterial embedded in a protective wood stain\, due to matrix photo-degradation;2018;Environmental Pollution;1873-6424;0269-7491;;;en;sde,chim.mate;sde;0.sde,0.chim,1.chim.mate;;Engineered nanomaterials ENM release,Aging of nanomaterials,Photo-degradation,Polymer nanocomposites,Acrylic stain;;;The release of CeO2-bearing residues during the weathering of an acrylic stain enriched with CeO2 nanomaterial designed for wood protection (Nanobyk brand additive) was studied under two different scenarios: (i) a standard 12-weeks weathering protocol in climate chamber\, that combined condensation\, water spraying and UV?visible irradiation and (ii) an alternative accelerated 2-weeks leaching batch assay relying on the same weathering factors (water and UV)\, but with a higher intensity of radiation and immersion phases. Similar Ce released amounts were evidenced for both scenarios following two phases: one related to the removal of loosely bound material with a relatively limited release\, and the other resulting from the degradation of the stain\, where major release occurred. A non-linear evolution of the release with the UV dose was evidenced for the second phase. No stabilization of Ce emissions was reached at the end of the experiments. The two weathering tests led to different estimates of long-term Ce releases\, and different degradations of the stain. Finally\, the photo-degradations of the nanocomposite\, the pure acrylic stains and the Nanobyk additive were compared. The incorporation of Nanobyk into the acrylic matrix significantly modified the response of the acrylic stain to weathering.;hal-01799682;https://hal.archives-ouvertes.fr/hal-01799682;LORETTE SCIFO,PERRINE CHAURAND,NATHAN BOSSA,ASTRID AVELLAN,MELANIE AUFFAN,ARMAND MASION,BERNARD ANGELETTI,ISABELLE KIEFFER,JêR‚ME LABILLE,JEAN-YVES BOTTERO,JêR‚ME ROSE;NON-LINEAR RELEASE DYNAMICS FOR A CEO2 NANOMATERIAL EMBEDDED IN A PROTECTIVE WOOD STAIN\, DUE TO MATRIX PHOTO-DEGRADATION
UniversitÇ de Bordeaux,Institut Polytechnique de Bordeaux,Centre National de la Recherche Scientifique,Institut National des Sciences AppliquÇes - Rennes,Centre National de la Recherche Scientifique,Ecole Nationale SupÇrieure de Chimie de Rennes,UniversitÇ de Rennes 1,European Synchrotron Radiation Facility,Commissariat Ö l'Çnergie atomique et aux Çnergies alternatives,UniversitÇ Savoie Mont Blanc,Centre National de la Recherche Scientifique;Institut de Chimie de la Matiäre CondensÇe de Bordeaux,Institut des Sciences Chimiques de Rennes,Laboratoire d'Innovation pour les Technologies des Energies Nouvelles et les nanomatÇriaux;Tiphaine Ogier,Carmello Prestipino,Santiago Figueroa,Fabrice Mauvy,Julie Mougin,Jean-Claude Grenier,Alain Demourgues,Jean-Marc Bassat;In-situ study of cationic oxidation states in Pr2NiO4+? using X-ray absorption near-edge spectroscopy;;In-situ study of cationic oxidation states in Pr2NiO4+? using X-ray absorption near-edge spectroscopy;2019-07;Chemical Physics Letters;;0009-2614;;;en;chim.mate,chim.theo,chim.inor;chim.mate;0.chim,1.chim.mate,0.chim,1.chim.theo,0.chim,1.chim.inor;;SOEC,SOFC,Praseodymium nickelate,K 2 NiF 4 -T-type structure,XANES,Ni K-edge,Pr L III -edge,Oxidation states;FIDELHYO;;"The mean oxidation state of cationic elements in Pr2NiO4+? was studied using XANES measurements versus temperature in air. Unexpectedly\, praseodymium is solely found as Pr3+ while Pr4+ was also foreseeable. Pr3+ cation is well accommodated in the large rare-earth site with the nine-fold coordination in this K2NiF4 ? T-type structure; conversely\, the small size of the Pr4+ cation seems not compatible with this site. Moreover\, XANES measurements show a progressive decrease of the mean oxidation state of nickel ions when the temperature increases. It is directly correlated to the decrease of the oxygen over-stoichiometry of the material evidenced by TGA measurements.";hal-02123100;https://hal.archives-ouvertes.fr/hal-02123100;TIPHAINE OGIER,CARMELLO PRESTIPINO,SANTIAGO FIGUEROA,FABRICE MAUVY,JULIE MOUGIN,JEAN-CLAUDE GRENIER,ALAIN DEMOURGUES,JEAN-MARC BASSAT;IN-SITU STUDY OF CATIONIC OXIDATION STATES IN PR2NIO4+? USING X-RAY ABSORPTION NEAR-EDGE SPECTROSCOPY
UniversitÇ Savoie Mont Blanc,Centre National de la Recherche Scientifique,UniversitÇ Savoie Mont Blanc,Centre National de la Recherche Scientifique,Institut National des Sciences MathÇmatiques et de leurs Interactions,Pontifical Catholic University of Paran†,International Information Technology University;Laboratoire Optimisation de la Conception et IngÇnierie de l'Environnement,Laboratoire de MathÇmatiques,Pontifical Catholic University of Paran†;Julien Berger,Denys Dutykh,Nathan Mendes,Bolatbek Rysbaiuly;A new model for simulating heat\, air and moisture transport in porous building materials;;A new model for simulating heat\, air and moisture transport in porous building materials;2019-05;International Journal of Heat and Mass Transfer;;0017-9310;;;en;phys.meca.mefl,phys.phys.phys-flu-dyn,phys.phys.phys-comp-ph,phys.phys.phys-class-ph,phys.meca.ther,math.math-ap,math.math-na,info.info-na;phys.meca.mefl;0.phys,1.phys.meca,2.phys.meca.mefl,0.phys,1.phys.phys,2.phys.phys.phys-flu-dyn,0.phys,1.phys.phys,2.phys.phys.phys-comp-ph,0.phys,1.phys.phys,2.phys.phys.phys-class-ph,0.phys,1.phys.meca,2.phys.meca.ther,0.math,1.math.math-ap,0.math,1.math.math-na,0.info,1.info.info-na;;Porous material,Heat and mass transfer,Dufort-Frankel numerical scheme,Benchmarking with experimental data,Scharfetter-Gummel numerical scheme;;;This work presents a detailed mathematical model combined with an innovative efficient numerical model to predict heat\, air and moisture transfer through porous building materials. The model considers the transient effects of air transport and its impact on the heat and moisture transfer. The achievement of the mathematical model is detailed in the continuity of Luikov's work. A system composed of two advection-diffusion differential equations plus one exclusively diffusion equation is derived. The main issue to take into account the transient air transfer arises in the very small characteristic time of the transfer\, implying very fine discretisation. To circumvent these difficulties\, the numerical model is based on the Du Fort-Frankel explicit and unconditionally stable scheme for the exclusively diffusion equation. It is combined with a two-step Runge-Kutta scheme in time with the Scharfetter-Gummel numerical scheme in space for the coupled advection-diffusion equations. At the end\, the numerical model enables to relax the stability condition\, and\, therefore\, to save important computational efforts. A validation case is considered to evaluate the efficiency of the model for a nonlinear problem. Results highlight a very accurate solution computed about 16 times faster than standard approaches. After this numerical validation\, the reliability of the mathematical model is evaluated by comparing the numerical predictions to experimental observations. The latter is measured within a multi-layered wall submitted to a sudden increase of vapor pressure on the inner side and driven climate boundary conditions on the outer side. A very satisfactory agreement is noted between the numerical predictions and experimental observations indicating an overall good reliability of the proposed model.;hal-02052022;https://hal.archives-ouvertes.fr/hal-02052022;JULIEN BERGER,DENYS DUTYKH,NATHAN MENDES,BOLATBEK RYSBAIULY;A NEW MODEL FOR SIMULATING HEAT\, AIR AND MOISTURE TRANSPORT IN POROUS BUILDING MATERIALS
Beihang University,UniversitÇ Paris-Sud - Paris 11,Centre National de la Recherche Scientifique,Centre National de la Recherche Scientifique,UniversitÇ Grenoble Alpes,Commissariat Ö l'Çnergie atomique et aux Çnergies alternatives,Beijing Normal University,University of Connecticut,UniversitÇ de Lorraine,Centre National de la Recherche Scientifique,UniversitÇ Paris-Sud - Paris 11;Institut d'Çlectronique fondamentale,Institut de Recherche Interdisciplinaire de Grenoble,IEF;Xueying Zhang,Nicolas Vernier,Laurent Vila,Shaohua Yan1,Zhiqiang Cao,Anni Cao,Zilu Wang,Wenlong Cai,Yang Liu,Huaiwen Yang,Dafine Ravelosona,Weisheng Zhao;Low spin-polarization in the heavy metal\\ferromagnet structures detected through the domain wall motion by synchronized magnetic field and current;;Low spin-polarization in the heavy metal\\ferromagnet structures detected through the domain wall motion by synchronized magnetic field and current;15/05/2019;Physical Review Applied;;2331-7019;;;en;phys.cond,phys.cond.cm-ms;phys.cond;0.phys,1.phys.cond,0.phys,1.phys.cond,2.phys.cond.cm-ms;;;;;CoFeB is a very soft material\, in which Domain Wall (DW) can be moved easily under a weak magnetic field. However\, it is very difficult to move DWs in Ta\\CoFeB\\MgO nanowires with interfacial perpendicular magnetic anisotropy through a spin-polarized current\, and this limits the perspectives of racetrack memory driven by the current-in-plane mechanism. To investigate this phenomenon\, we performed experiments of DW velocity measurement by applying a magnetic field and a current simultaneously. Working in the precessional regime\, we have been able to see a very important effect of the spin-polarized current\, which allows evaluating the polarization rate of the charge carriers. An unexpected quite low spin polarization rate down to 0.26 have been obtained\, which can explain the low efficiency of DW motion induced by the spin-polarized current. Possible reasons for this low rate are analyzed\, such as the spin relaxation in the Ta layer.;hal-02042462;https://hal.archives-ouvertes.fr/hal-02042462;XUEYING ZHANG,NICOLAS VERNIER,LAURENT VILA,SHAOHUA YAN1,ZHIQIANG CAO,ANNI CAO,ZILU WANG,WENLONG CAI,YANG LIU,HUAIWEN YANG,DAFINE RAVELOSONA,WEISHENG ZHAO;LOW SPIN-POLARIZATION IN THE HEAVY METAL\\FERROMAGNET STRUCTURES DETECTED THROUGH THE DOMAIN WALL MOTION BY SYNCHRONIZED MAGNETIC FIELD AND CURRENT
Institut National de Recherche en Informatique et en Automatique,Institut National de Recherche en Informatique et en Automatique,UniversitÇ de Lorraine,Centre National de la Recherche Scientifique,Institut National de Recherche en Informatique et en Automatique,UniversitÇ Pierre Mendäs France - Grenoble 2,UniversitÇ Joseph Fourier - Grenoble 1,Institut Polytechnique de Grenoble - Grenoble Institute of Technology,Centre National de la Recherche Scientifique,UniversitÇ Grenoble Alpes,Institut National Polytechnique de Grenoble,Eidgenîssische Technische Hochschule - Swiss Federal Institute of Technology in ZÅrich [ZÅrich],UniversitÇ de MontrÇal [MontrÇal];Inria Nancy - Grand Est,Laboratoire Lorrain de Recherche en Informatique et ses Applications,Inria Grenoble - Rhìne-Alpes,Laboratoire Jean Kuntzmann;JonÖs Mart°nez,MÇlina Skouras,Christian Schumacher,Samuel Hornus,Sylvain Lefebvre,Bernhard Thomaszewski;Star-Shaped Metrics for Mechanical Metamaterial Design;;Star-Shaped Metrics for Mechanical Metamaterial Design;2019-07;ACM Transactions on Graphics;;0730-0301;;;en;info.info-cg,info.info-mo;info.info-cg;0.info,1.info.info-cg,0.info,1.info.info-mo;;Voronoi diagrams,Mechanical metamaterial,Star-shaped metrics,Shape modeling;MuFFin,LUE;;We present a method for designing mechanical metamaterials based on the novel concept of Voronoi diagrams induced by star-shaped metrics. As one of its central advantages\, our approach supports interpolation between arbitrary metrics. This capability opens up a rich space of structures with interesting aesthetics and a wide range of mechanical properties\, including isotropic\, tetragonal\, orthotropic\, as well as smoothly graded materials. We evaluate our method by creating large sets of example structures\, provided as accompanying material. We validate the mechanical properties predicted by simulation through tensile tests on a set of physical prototypes.;hal-02118846;https://hal.inria.fr/hal-02118846;JON∑S MART÷NEZ,MêLINA SKOURAS,CHRISTIAN SCHUMACHER,SAMUEL HORNUS,SYLVAIN LEFEBVRE,BERNHARD THOMASZEWSKI;STAR-SHAPED METRICS FOR MECHANICAL METAMATERIAL DESIGN
Centre National de la Recherche Scientifique,UniversitÇ Savoie Mont Blanc,UniversitÇ Joseph Fourier - Grenoble 1,UniversitÇ Grenoble Alpes,Institut National de la Recherche Agronomique,UniversitÇ Savoie Mont Blanc;Laboratoire d'Ecologie Alpine,Centre Alpin de Recherche sur les RÇseaux Trophiques et Ecosystämes Limniques;Lionel Bernard,Arnaud Foulquier,Christiane Gallet,Sandra Lavorel,Jean-Christophe Clement;Effects of snow pack reduction and drought on litter decomposition in subalpine grassland communities;;Effects of snow pack reduction and drought on litter decomposition in subalpine grassland communities;2018;Plant and Soil;1573-5036;0032-079X;;;en;sde,sde.be,sde.mcg;sde;0.sde,0.sde,1.sde.be,0.sde,1.sde.mcg;;Litter decomposition Subalpine grasslands  Drought  Snow removal  Management practices  Functional composition;REGARDS,ECO-SERVE;;Aims In subalpine grasslands\, litter decomposition controls soil nutrient availability and is highly sensitive to increasing intensity and frequency of extreme climate events\, potentially impacting grasslands diversity and functioning. Here\, we assessed the effects of early snowmelt and summer drought on decomposition\, and how these were modulated by agricultural management. Methods In a common garden\, conservative and exploitative assembled communities were submitted for two years to combined snow removal and drought\, and to cutting and fertilization.We measured decomposition rates of standard and native leaf material from each plant communities on their respective soils. Results We observed relatively weak climatic stress effects on decomposition rates. Management increased decomposition rates and remaining litter N contents through leaf quality improvement rather than changed soil biotic activity. Climate events impacted the decomposer community and limited litter N immobilization in conservative communities. Less recalcitrant litter of exploitative species facilitated decomposition and counterbalanced the negative effects of climate stress. Conclusion Our results suggest that drought and earlier snowmelt could decrease N availability in subalpine grasslands due to reduced litter biomass and decomposition. In the long-term climate change may shift subalpine grasslands towards more conservative plant composition and lower soil fertility.;hal-01935867;https://hal.archives-ouvertes.fr/hal-01935867;LIONEL BERNARD,ARNAUD FOULQUIER,CHRISTIANE GALLET,SANDRA LAVOREL,JEAN-CHRISTOPHE CLEMENT;EFFECTS OF SNOW PACK REDUCTION AND DROUGHT ON LITTER DECOMPOSITION IN SUBALPINE GRASSLAND COMMUNITIES
Sciences Po,Centre National de la Recherche Scientifique,Sciences Po,Centre National de la Recherche Scientifique,UniversitÇ Pierre Mendäs France - Grenoble 2,UniversitÇ Joseph Fourier - Grenoble 1,Sciences Po Grenoble - Institut d'Çtudes politiques de Grenoble,Centre National de la Recherche Scientifique,UniversitÇ Grenoble Alpes;Centre de recherches politiques de Sciences Po,Centre d'Çtudes europÇennes et de politique comparÇe,Pacte\, Laboratoire de sciences sociales;Sylvain Brouard,Emiliano Grossman,Isabelle Guinaudeau,Simon Persico,Caterina Froio;Do Party Manifestos Matter in Policy-Making?;;Do Party Manifestos Matter in Policy-Making?;2018-01;Political Studies;1467-9248;0032-3217;;;en;shs.scipo;shs.scipo;0.shs,1.shs.scipo;;Party mandate,Governing party,Policy agendas,Legislation,Issue attention;;;A key factor in modern democracies? legitimisation is the extent to which policies submitted for public approval before an election translate into material outcomes once a political party has won power. Current research finds no clear empirical evidence for partisanship in policy-making nor has any unified theory been offered or tested systematically. This article addresses that gap by offering a conditional approach to policy-making undertaken by parties in government. It suggests that partisan influence on policy depends on both office-holders? capacity for implementing policies evoked during their electoral campaigns and on governing parties? incentives to implement electoral promises. Data from French Agendas Project datasets is used to compare the contents of governing parties? pre-election manifestos with legislation passed in France between 1981 and 2012. Panel negative binomial regressions on electoral and legislative agendas support the expected outcome\, namely that issues featuring in governing parties? electoral manifesto have had an impact on their subsequent legislative agendas\, with the effect depending on both partisan capacities and incentives. Party programmes do matter in policy-making\, albeit only under certain conditions.;hal-02184151;https://hal.archives-ouvertes.fr/hal-02184151;SYLVAIN BROUARD,EMILIANO GROSSMAN,ISABELLE GUINAUDEAU,SIMON PERSICO,CATERINA FROIO;DO PARTY MANIFESTOS MATTER IN POLICY-MAKING?
UniversitÇ Grenoble Alpes,UniversitÇ Joseph Fourier - Grenoble 1,Institut National Polytechnique de Grenoble,UniversitÇ Savoie Mont Blanc,Institut polytechnique de Grenoble - Grenoble Institute of Technology,Centre National de la Recherche Scientifique,Fahad Bin Sultan University [Tabuk],Sigma CLERMONT,UniversitÇ Clermont Auvergne,Centre National de la Recherche Scientifique,MINES ParisTech - êcole nationale supÇrieure des mines de Paris;Laboratoire d'Electrochimie et de Physico-chimie des MatÇriaux et des Interfaces,Institut de Chimie de Clermont-Ferrand - Clermont Auvergne,Centre ProcÇdÇs\, ênergies Renouvelables\, Systämes ênergÇtiques;Tristan Asset,Raphaâl Chattot,FrÇdÇric Maillard,Laetitia Dubau,Yasser Ahmad,Nicolas Batisse,Marc Dubois,Katia GuÇrin,Fabien LabbÇ,Rudolf Metkemeijer,Sandrine Berthon-Fabry,Marian Chatenet;Activity and Durability of Platinum-Based Electrocatalysts Supported on Bare or Fluorinated Nanostructured Carbon Substrates;;Activity and Durability of Platinum-Based Electrocatalysts Supported on Bare or Fluorinated Nanostructured Carbon Substrates;2018;Journal of The Electrochemical Society;;0013-4651;;;en;spi.energ,chim.othe,chim.cata;spi.energ;0.spi,1.spi.energ,0.chim,1.chim.othe,0.chim,1.chim.cata;;Proton exchange membrane fuel cells,Platinum,Carbon;;;Nanostructured carbons were fluorinated and used as supports for Pt nanoparticles deposition using a modified polyol route. The resulting materials exhibited similar Pt nanoparticles sizes\, but different agglomeration rates. The electrocatalysts were tested toward the oxygen reduction reaction\, and their stability was investigated in simulated load cycling (0.6 < E < 1.0 V vs. RHE) or start-up/shutdown (1.0 < E < 1.5 V vs. RHE) protocols. Irrespective the support material\, the former protocol caused Pt nanocrystallites dissolution/redeposition via Ostwald ripening\, mildly decreasing the electrochemically-active surface area and ORR activity. In contrast\, the carbon supports were strongly corroded after the start-up/shutdown protocol\, resulting in pronounced detachment/agglomeration of Pt nanocrystallites\, albeit in absence of significant particle-size growth. Fluorination had different effects on the stability of structurally-ordered and structurally-disordered carbons: beneficial effects were observed for the latter whereas the former was affected negatively. ?Free? dangling groups present in structurally-disordered carbon\, known to be prone to preferential oxidation in PEMFC environment\, combine with the fluorine precursors upon fluorination\, leading to formation of more robust C-F bonds versus oxidation than original C-O bonds. In contrast\, fluorination of structurally-ordered carbon creates structural disorder (C-C bonds are broken)\, leading to promotion of electrochemical corrosion.;hal-01785111;https://hal-mines-paristech.archives-ouvertes.fr/hal-01785111;TRISTAN ASSET,RAPHA”L CHATTOT,FRêDêRIC MAILLARD,LAETITIA DUBAU,YASSER AHMAD,NICOLAS BATISSE,MARC DUBOIS,KATIA GUêRIN,FABIEN LABBê,RUDOLF METKEMEIJER,SANDRINE BERTHON-FABRY,MARIAN CHATENET;ACTIVITY AND DURABILITY OF PLATINUM-BASED ELECTROCATALYSTS SUPPORTED ON BARE OR FLUORINATED NANOSTRUCTURED CARBON SUBSTRATES
Institut de Recherche pour le DÇveloppement,Aix Marseille UniversitÇ,UniversitÇ de Toulon,Centre National de la Recherche Scientifique,Institut de Recherche pour le DÇveloppement,Institut polytechnique de Grenoble - Grenoble Institute of Technology,Institut national des sciences de l'Univers,Centre National de la Recherche Scientifique,UniversitÇ Grenoble Alpes,HCMUT,Ho Chi Minh City University of Technology;Institut mÇditerranÇen d'ocÇanologie,Institut des GÇosciences de l?Environnement,Centre Asiatique de Recherche sur l'Eau CARE-HCMUT\, Vietnam;Tim van Emmerik,Emilie Strady,Thuy-Chung Kieu-Le,Luan Nguyen,Nicolas Gratiot;Seasonality of riverine macroplastic transport;;Seasonality of riverine macroplastic transport;2019-12;Scientific Reports;2045-2322;2045-2322;;;en;sde;sde;0.sde;;;;;Marine plastic pollution is an increasing environmental threat. Although it is assumed that most marine plastics are transported from land to the ocean through rivers\, only limited data on riverine plastic transport exists. Recently\, new methods have been introduced to characterize riverine plastics consistently through time and space. For example\, combining visual counting observations and plastic debris sampling can provide order of magnitude estimations of plastic transport through a river. In this paper\, we present findings from multi-season measurement campaign in the Saigon River\, Vietnam. For the first time\, we demonstrate that macroplastic transport exhibits strong temporal variation. The monthly averaged plastic transport changes up to a factor five within the measurement period. As it is unclear what drives the variation in plastic transport\, relations between rainfall\, river discharge\, presence of organic material and plastic transport have been explored. Furthermore\, we present new findings on the cross-sectional and vertical distribution of riverine plastic transport. With this paper we present new insights in the origin and fate of riverine plastic transport\, emphasizing the severity of the emerging thread of plastic pollution on riverine ecosystems.;hal-02297611;https://hal.archives-ouvertes.fr/hal-02297611;TIM VAN EMMERIK,EMILIE STRADY,THUY-CHUNG KIEU-LE,LUAN NGUYEN,NICOLAS GRATIOT;SEASONALITY OF RIVERINE MACROPLASTIC TRANSPORT
