instStructName_s;labStructName_s;thesisSchool_s;authFullName_s;title_s;defenseDate_s;language_s;committee_s;director_s;domainAllCode_s;keyword_s;nntId_id;anrProjectAcronym_s;europeanProject;uri_s
Institut polytechnique de Grenoble - Grenoble Institute of Technology,Centre National de la Recherche Scientifique,Université Grenoble Alpes [2016-2019];Institut Néel;École doctorale physique (Grenoble);Adib Tavakoli-Ghinani;Phonon transport in the quantum regime,Transport de phonons dans le régime quantique;14/12/2017;en;Hervé Courtois [Président],Ilari Maasilta [Rapporteur],Se?bastien Volz [Rapporteur],Eddy Collin,Jean-François Robillard;Olivier Bourgeois;phys.cond.cm-msqhe;Nanostructures,Two Level Systems,Amorphous materials,Heat capacity,Heat conductivity,Phonon,Nanostructures,Phonon,Conductivité thermique,Chaleur spécifique,Matériaux amorphes,Système à deux niveaux;;;;https://tel.archives-ouvertes.fr/tel-01800098
Institut polytechnique de Grenoble - Grenoble Institute of Technology,Centre National de la Recherche Scientifique,Université Grenoble Alpes [2016-2019];Laboratoire de Génie Electrique de Grenoble;EEA Electroniique\, électrotechnique et automatique;Guillaume Escamez;AC losses in superconductors : a multi-scale approach for the design of high current cables,Pertes AC dans les supraconducteurs : une approche multi-échelle pour le dimensionnement de câbles fort courant;21/10/2016;en;Arnaud Badel (examinateur),Philippe Masson (examinateur),Christophe Geuzaine (président),Bruno Douine (rapporteur),Marco Breschi (rapporteur),Christian-Eric Bruzek (examinateur);Pascal Tixador(pascal.tixador@grenoble.cnrs.fr),Gérard Meunier(Gerar.Meunier@G2Elab.inpg.fr);spi.nrj,phys.cond.cm-s,phys;Numerical modeling,FEM modeling,Integral methods,AC losses,Superconductivity,Superconducting power cables,Supraconductivité,Câbles de puissance supraconducteurs,Modélisation numérique,Éléments-finis,Méthodes intégrales,Pertes AC;;;;https://tel.archives-ouvertes.fr/tel-01456495
Institut polytechnique de Grenoble - Grenoble Institute of Technology,Centre National de la Recherche Scientifique,Université Grenoble Alpes [2016-2019];Science et Ingénierie des Matériaux et Procédés;École doctorale Ingénierie - matériaux mécanique énergétique environnement procédés production (Grenoble);Sabrina Fadloun;Etude d'un procédé de dépôt de cuivre par MOCVD pour la réalisation de vias traversants à fort facteur de forme pour l'intégration 3D,Copper deposition by MOCVD for high form factor through silicon vias for 3D integration;21/11/2019;fr;Michel Pons [Président],Stéphane Daniele [Rapporteur],Thomas Duguet [Rapporteur],Brigitte Caussat;Elisabeth Blanquet;phys.cond.cm-ms;Copper,Mocvd,3D Integration,Integration 3D,Cuivre,Mocvd;;;;https://tel.archives-ouvertes.fr/tel-02475687
Institut polytechnique de Grenoble - Grenoble Institute of Technology,Université Grenoble Alpes [2016-2019];Laboratoire de Conception et d'Intégration des Systèmes;École doctorale électronique\, électrotechnique\, automatique\, traitement du signal (Grenoble);Marco Garbati;Contribution to the development of UWB chipless RFID reader based on IR-UWB approach,Contribution au développement d’un lecteur RFID sans puce basé sur l’approche ultra large bande impulsionnelle;03/07/2017;en;Sylvain Bourdel [Président],Simone Genovesi [Rapporteur],David Girbau Sala [Rapporteur],Arnaud Vena,Romain Siragusa;Étienne Perret;phys.phys.phys-optics;Radar,Reader,RFID,Chipless,Uwb,RFID,Chipless,Uwb,Reader,Radar;;;;https://tel.archives-ouvertes.fr/tel-02278206
Centre National de la Recherche Scientifique,Université Grenoble Alpes [2016-2019],Commissariat à l'énergie atomique et aux énergies alternatives;Institut de Recherche Interdisciplinaire de Grenoble;École doctorale physique (Grenoble);Stefaniia Ivashchenko;Investigating the role of intrinsic conformational disorder in mumps virus proteins,Rôle du désordre conformationnel dans les protéines du virus des oreillons;01/07/2019;en;Marc Jamin [Président],Sonia Longhi [Rapporteur],Christina Sizun [Rapporteur],Pau Bernado;Martin Blackledge;sdv.mp.vir,phys.phys.phys-bio-ph;Paramyxovirus,Intrinsically disordered proteins,Molecular dynamics,Mumps virus,Biomolecular nuclear magnetic resonance,Viral protein,Résonance magnétique nucléaire biomoléculaire,Protéine virale,Virus des oreillons,Dynamique moléculaire,Paramyxovirus,Protéines intrinsèquement désordonnées;;;;https://tel.archives-ouvertes.fr/tel-02448300v2
Université Joseph Fourier - Grenoble 1,Institut polytechnique de Grenoble - Grenoble Institute of Technology,Centre National de la Recherche Scientifique;Institut Néel;École doctorale physique (Grenoble);Inah Yeo;Une boite quantique dans un fil photonique : spectroscopie et optomécanique,A quantum dot in a photonic wire : spectroscopy and optomechanics;24/10/2012;fr;Antoine Heidmann [Président],Isabelle Robert-Philip [Rapporteur],Sebastien Sauvage [Rapporteur],Armando Rastelli;Jean-Philippe Poizat,Jean-Michel Gérard;phys.cond.cm-gen;Nanomechanics,Mechanics,Nanophotonics,Stroboscopy,Single photon,Waveguide,Photonic wire,Semiconductor,GaAs,InAs,Quantum dot,Optical spectroscopy,Photoluminescence,Hybrid system,Stress,Strain,Quantum optics,Optique quantique,Déformation,Contrainte,Système hybride,Nanomécanique,Mécanique,Photoluminescence,Spectroscopie optique,Boite quantique,InaS,GaAs,Semi-conducteur,Fil photonique,Guide d'onde,Photon unique,Stroboscopie,Nanophotonique;;;;https://tel.archives-ouvertes.fr/tel-00809344
Université Joseph Fourier - Grenoble 1,Institut polytechnique de Grenoble - Grenoble Institute of Technology,Centre National de la Recherche Scientifique;Institut Néel;École doctorale physique (Grenoble);Chong Long Cao;Modélisation de la dynamique de spin d'un atome magnétique individuel dans une boîte quantique,Modelling of the spin dynamics of an individual magnetic atom in a quantum dot;13/01/2012;fr;Philippe Peyla [Président],Ramon Aguado [Rapporteur],Paul m. Koenraad [Rapporteur],Christoph Müller [Rapporteur],Joaquin fernandez Rossier,Patrick Rousseau,Pascal Louvet,Francois-Xavier Merrien;Henri Mariette,Lucien Besombes;phys.cond.cm-gen;Quantum dot,Diluted magnetic semiconductor,Spin dynamics,Dynamique de spin,Boite quantique,Semiconducteur magnétique dilué;;;;https://tel.archives-ouvertes.fr/tel-00680070
Université Joseph Fourier - Grenoble 1,Institut polytechnique de Grenoble - Grenoble Institute of Technology,Centre National de la Recherche Scientifique;Institut Néel;École doctorale physique (Grenoble);Edgar Gonzaga Souza dos Santos;Etude théorique et expérimentale des propriétés magnétiques des oxydes de métaux de transition quasi-bidimensionnels du type AB2O6,Theoretical and experimental study of the magnetic properties of transition metal oxydes of the type AB2O6;28/09/2012;fr;Paulo Pureur [Président],Pierre Bonville [Rapporteur],Alberto passos Guimaraes [Rapporteur],Octavio Pena;Olivier Isnard,Miguel Gusmão;phys.cond.cm-gen;2D magnetism,Antiferromagnetism,Neutron diffraction,Crystal structure,Magnetization,Theoretical model,2D magnetisme,Antiferromagnetisme,Diffraction de neutrons,Structure cristalline,Aimantation,Modele theorique;;;;https://tel.archives-ouvertes.fr/tel-00771466
Université Joseph Fourier - Grenoble 1,Institut polytechnique de Grenoble - Grenoble Institute of Technology,Centre National de la Recherche Scientifique;Institut Néel;École doctorale physique (Grenoble);Zhao-Sheng Wang;The superconducting properties research of iron based-122 by transport and scanning micro-squid measurements,Recherche sur les propriétés supraconductrices des supraconducteurs à base de Fer 122 par mesure de transport et microscopie à squid;26/05/2012;en;Cornelis j Van der beek [Président],Qingming Zhang [Rapporteur],John r. Kirtley [Rapporteur],Cong Ren;Klaus Hasselbach,Hai-Hu Wen;phys.cond.cm-gen;Scanning nano-squid microscopy,Penetration depth measurement,Point-contact Andreev reflection spectroscopy,Hall probe,Superconducting anisotropy,Ba-122,Iron-based superconductor,Supraconducteur à base de fer,La mesure de la profondeur de pénétration,Microscopie de force à nano-SQUID,L'anisotropie supraconducteur,Ba-122;;;;https://tel.archives-ouvertes.fr/tel-01128251
Université Joseph Fourier - Grenoble 1,Institut polytechnique de Grenoble - Grenoble Institute of Technology,Centre National de la Recherche Scientifique;Institut Néel;École doctorale physique (Grenoble);Florent Lecocq;Dynamique quantique dans un dcSQUID : du qubit de phase à l'oscillateur quantique bidimensionnel,Quantum dynamics in a dcSQUID : from the phase qubit to the 2D quantum oscillator;11/05/2011;fr;François Lefloch [Président],Helene Bouchiat [Rapporteur],Cristian Urbina [Rapporteur],Jukka Pekola,Alexander Zorin;Olivier Buisson;phys.cond.cm-gen;Controlled undercut,Current-voltage charactéristic,2D dynamics,DcSQUID,Josephson Junction,Surplomb contrôlé,Caratéristique courant-tension,Dynamique bidimensionnelle,Qubit supraconducteur,DcSQUID,Jonction Josephson;;;;https://tel.archives-ouvertes.fr/tel-00601382v3
Université Joseph Fourier - Grenoble 1,Institut polytechnique de Grenoble - Grenoble Institute of Technology,Centre National de la Recherche Scientifique;Institut Néel;École doctorale physique (Grenoble);Pierre Hunger;Dynamique de spin dans l'hélium 3 superfluide : influence du désordre et condensation Bose-Einstein de magnons,Spin dynamics in superfluid 3He : Influence of disorder and Bose Einstein condensation of magnons;25/10/2011;fr;Jean-Pascal Brison [Président],George Pickett [Rapporteur],Iouri Moukharski [Rapporteur],Pierre-Jean Nacher,Genevieve Tastevin;Yuriy Bunkov,Henri Godfrin;phys.phys;Bose Einstein condensation of excitations,Disorder,Aerogel,Ultra low temperatures,Helium 3,Condensation de Bose d'excitations,Désordre,Aérogel,Ultra basses températures,Hélium 3;;;;https://tel.archives-ouvertes.fr/tel-00698466
Université Joseph Fourier - Grenoble 1,Institut polytechnique de Grenoble - Grenoble Institute of Technology,Centre National de la Recherche Scientifique;Institut Néel;École doctorale physique (Grenoble);Issam Laoufi;Structure\, morphologie et activité catalytique des nanoparticules d'or supportées sur TiO2(110) : une étude in operando par GIXD et GISAXS au cours de l'oxydation du CO,Structure\, morphology and catalytic activity of gold nanoparticles supported on TiO2 (110) : In operando study by GIXD and GISAXS during the CO oxidation;13/12/2011;fr;Claude Henry [Président],Catherine Louis [Rapporteur],Yves Garreau [Rapporteur],Yvette Jugnet,Gilles Renaud,Roberto Felici;Marie-Claire Saint-Lager;phys.phys;GISAXS,Gold nanoparticles,Oxidation of CO,Surface x-ray diffraction,Catalysis,GISAXS,Nanoparticules d'or,Oxydation du CO,Diffraction X de surface,Catalyse;;;;https://tel.archives-ouvertes.fr/tel-00681873
Université Joseph Fourier - Grenoble 1,Institut polytechnique de Grenoble - Grenoble Institute of Technology,Centre National de la Recherche Scientifique;Institut Néel;École doctorale physique (Grenoble);Fanny Hiebel;Etude de l'interface graphène - SiC(000-1) (face carbone) par microscopie à effet tunnel et simulations numériques ab initio,Investigation of the graphene - SiC(000-1) (carbon face) interface using scanning tunneling microscopy and ab initio numerical simulations;13/12/2011;fr;Xavier Wallart [Président],Marie-Laure Bocquet [Rapporteur],Vincent Repain [Rapporteur],Julien Pernot;Laurence Magaud,Jean-Yves Veuillen;phys.cond.cm-gen;Graphene,Ab initio calculations,Scanning tunnelling microscopy,Silicon carbide,Surface physics,Band structure,Interface,Defects,Structure de bande interface défauts,Carbure de silicium,Physique des surfaces,Graphène,Calculs ab initio,Microscopie à effet tunnel;;;;https://tel.archives-ouvertes.fr/tel-00680068
Université Joseph Fourier - Grenoble 1,Institut polytechnique de Grenoble - Grenoble Institute of Technology,Centre National de la Recherche Scientifique;Institut Néel;École doctorale physique (Grenoble);Claire Le Gall;Dynamique et contrôle optique d'un spin individuel dans une boîte quantique,Dynamics and Optical control of a single spin in a Quantum Dot;04/11/2011;fr;Laurent Saminadayar [Président],Olivier Krebs [Rapporteur],Christophe Testelin [Rapporteur],Denis Scalbert;Henri Mariette,Lucien Besombes;phys.phys;Optical pumping,Micro-spectroscopie,Single spin,Diluted magnetic semiconductor,Quantum dot,Pompage optique,Spin individuel,Micro-spectroscopie,Semiconducteur magnétique dilué,Boîte quantique;;;;https://tel.archives-ouvertes.fr/tel-00670963
Université Joseph Fourier - Grenoble 1,Institut polytechnique de Grenoble - Grenoble Institute of Technology,Centre National de la Recherche Scientifique;Institut Néel;École doctorale physique (Grenoble);Camille Maxime;Localisation de la lumière dans des rugosités de taille nanométrique de surfaces métalliques traitée par les équations intégrales et les ondelettes,Light localization within nano-scale roughness of metallic surfaces treated by surface integrals and wavelets;27/01/2012;fr;Eric Bonnetier [Président],Brahim Guizal [Rapporteur],Brian Stout [Rapporteur],Christian Degache [Rapporteur],Lukas Eng,Aude Barbara,Patrick Rousseau,Pascal Louvet,Luca Perniola;Alain Ibanez,Pascal Quemerais;phys.cond.cm-gen;Wavelet,Green's function,Surface integral equations,Rough metallic surfaces,Electromagnetism,Plasmonics,Ondelette,Plasmonique,Electromagnétisme,Surfaces métalliques rugueuses,Équations intégrales de surface,Fonctions de Green;;;;https://tel.archives-ouvertes.fr/tel-00681803
Université Joseph Fourier - Grenoble 1,Institut polytechnique de Grenoble - Grenoble Institute of Technology,Centre National de la Recherche Scientifique;Institut Néel;École doctorale physique (Grenoble);Raoul Piquerel;Retournement de l'aimantation assisté par un champ micro-onde d'une nanoparticule individuelle,Microwave Assisted Switching of Magnetisation of a Single Nanoparticle;09/03/2012;fr;Mairbek Chshiev [Président],Stephane Mangin [Rapporteur],Andre Thiaville [Rapporteur],Françoise Massines [Rapporteur],Christophe Thirion,Thibaut Devolder,Mathias Kläui,Carlo Nipoti;Wolfgang Wernsdorfer,Edgar Bonet;phys.cond.cm-gen;Magnetism,Nanoparticle,Microwave,Magnetization,Switching,Dynamics,Dynamique,Retournement,Aimantation,Micro-onde,Nanoparticule,Magnétisme;;;;https://tel.archives-ouvertes.fr/tel-00767410
Université Joseph Fourier - Grenoble 1,Institut polytechnique de Grenoble - Grenoble Institute of Technology,Centre National de la Recherche Scientifique;Institut Néel;École doctorale physique (Grenoble);Ahmad Sultan;Dynamique dans les fluides quantiques : Etude des excitations collectives dans un liquide de Fermi 2D,Dynamics in quantum fluid : Study of collective excitations in a bidimensional Fermi liquid;25/05/2012;fr;Jean-Pascal Brison [Président],George Pickett [Rapporteur],Henry r. Glyde [Rapporteur],Helmut Schober,Claire Lhuillier;Henri Godfrin,Sébastien Triqueneaux;phys.cond.cm-gen;Collective excitations,Quantum fluids,Pulse tube dilution refrigerator,Low temperatures,Fermi liquid,3He,Excitations collectives,Fluides quantiques,Dilution pulse tube,Basses température,Liquide de fermi 2D,3He;;;;https://tel.archives-ouvertes.fr/tel-00768021
Université Joseph Fourier - Grenoble 1,Institut polytechnique de Grenoble - Grenoble Institute of Technology,Centre National de la Recherche Scientifique;Institut Néel;École doctorale physique (Grenoble);Martina Flöser;Transport local et non-local : Percolation dans les systèmes à effet Hallquantique corrélations croisées dans les structures hybrides supraconductrices,From Local to Non-Local Transport : Percolation in Quantum Hall Systems\, Cross-Correlations in Superconducting Hybrid Structures;01/10/2012;fr;Julia Meyer [Président],Benoît Douçot [Rapporteur],Pascal Degiovanni [Rapporteur],Ferdinand Evers,Ulf Gennser,Serge Florens,Thierry Champel;Régis Mélin;phys.cond.cm-gen;Percolation,Scattering Theory,Tunneling,Superconducting Hybrid Structures,Quantum Hall Effect,Quantum Transport,Percolation,Théorie de diffusion,Effet tunnel,Structures hybrides supraconductrices,Effet Hall quantique,Transport quantique;;;;https://tel.archives-ouvertes.fr/tel-00866133
Université Joseph Fourier - Grenoble 1,Institut polytechnique de Grenoble - Grenoble Institute of Technology,Centre National de la Recherche Scientifique;Institut Néel;École doctorale physique (Grenoble);Matias Urdampilleta;Spintronique moléculaire de la vanne de spin à la détection d'un spin unique,Molecular spintronic using single molecular magnets : fabrication and caracterization of nanotube-based transistors and fonctionnalization by single molecular magnets.;26/10/2012;fr;Mairbek Chshiev [Président],Roberta Sessoli [Rapporteur],Takis Kontos [Rapporteur],Pierre Seneor,Silvano De franceschi;Wolfgang Wernsdorfer;phys.phys;Quantum transport,Fonctionnalization,Cryogenie,Carbone nanotube,Single molecule magnets,Molecular spintronic,Transport quantique,Fonctionnalisation,Cryogénie,Nanotubes de carbone,Molécules aimants,Spintronique;;;;https://tel.archives-ouvertes.fr/tel-00770488v2
Université Joseph Fourier - Grenoble 1,Institut polytechnique de Grenoble - Grenoble Institute of Technology,Centre National de la Recherche Scientifique;Institut Néel;École doctorale physique (Grenoble);Daniel Valente;Optique quantique avec des atomes artificiels semiconducteurs,Quantum Optics with Semiconducting Artificial Atoms;15/10/2012;fr;Frank W. J. Hekking [Président],Dario Gerace [Rapporteur],Karim Murr [Rapporteur],Marcelo França santos,Pascale Senellart;Jean-Philippe Poizat,Alexia Auffeves-Garnier;phys.cond.cm-gen;Quantum cloning,Waveguide,Microcavity,Stimulated emission,Spontaneous emission,Quantum dot,Quantum cloning,Guide d'onde,Microcavité,Émission stimulée,Émission spontanée,Boîte quantique;;;;https://tel.archives-ouvertes.fr/tel-00859710
Université Joseph Fourier - Grenoble 1,Institut polytechnique de Grenoble - Grenoble Institute of Technology,Centre National de la Recherche Scientifique;Institut Néel;École doctorale physique (Grenoble);Oriane Mollet;Sondes actives en champ proche pour la plasmonique et la plasmonique quantique,Near-field active tips for plasmonics and quantum plasmonics;22/10/2012;fr;Etienne Gheeraert [Président],Renaud Bachelot [Rapporteur],Alexandre Bouhelier [Rapporteur],Cyriaque Genet;Serge Huant,Bruno Masenelli;phys.cond.cm-gen;Yagce nanoparticles,Nanodiamonds,Plasmonics,Single-photon emitter,Quantum optics,Near field scaning optical microscopy NSOM,Émetteur de photon,Optique quantique,Microscopie optique en champ proche;;;;https://tel.archives-ouvertes.fr/tel-00767888
Université Joseph Fourier - Grenoble 1,Institut polytechnique de Grenoble - Grenoble Institute of Technology,Centre National de la Recherche Scientifique;Institut Néel;École doctorale physique (Grenoble);Audrey Grockowiak;Supraconductivité et propriétés physiques du silicium très fortement dopé,Superconductive semiconductors;22/11/2012;fr;Etienne Gheeraert [Président],Peter Samuely [Rapporteur],Jean-Marc Triscone [Rapporteur],Lilia Boeri;Thierry Klein,Christophe Marcenat;phys.cond.cm-gen;Instrumentation,Cryogenics,Doped semiconductors,Condensed matter physics,Superconductivity,Instrumentation,Semiconducteurs dopés,Cryogénie,Physique de la matiere condensee,Supraconductivité;;;;https://tel.archives-ouvertes.fr/tel-00858585
Université Joseph Fourier - Grenoble 1,Institut polytechnique de Grenoble - Grenoble Institute of Technology,Centre National de la Recherche Scientifique;Institut Néel;École doctorale physique (Grenoble);Adrien Allain;Supraconductivité induite dans le graphène dopé par des nanoparticules métalliques,Superconductvity in Graphene doped by metallic nanoparticles;14/12/2012;fr;Thierry Klein [Président],Bernard Plaçais [Rapporteur],Dimitri Roditchev [Rapporteur],Claire Marrache-kikuchi,Nicolas Bergeal,Aviad Frydman;Vincent Bouchiat;phys.cond.cm-gen;Metal-semiconductor junctions,Nanofabrication,Nano-electronics,Quantum electron transport,Superconductivity,Graphene,Graphène,Supraconductivité,Transport Quantique,Nano-electronique,Nano-fabrication,Jonctions metal/semiconducteur;;;;https://tel.archives-ouvertes.fr/tel-00845885
Université Joseph Fourier - Grenoble 1,Institut polytechnique de Grenoble - Grenoble Institute of Technology,Centre National de la Recherche Scientifique;Institut Néel;École doctorale physique (Grenoble);Benoit Tropheme;Combinaison de faisceaux mutuellement incohérents par amplification paramétrique optique,Beam combining mutually incoherent through optical parametric amplification;10/12/2012;fr;Jean-Paul Salvestrini [Président],Michel Lefebvre [Rapporteur],Eric Lantz [Rapporteur],Yannick Petit,Gabriel Mennerat;Benoît Boulanger;phys.cond.cm-gen;Beam combining,Parametric amplification,Nonlinear optic,Laser,Combinaison de faisceaux,Amplification paramétrique,Optique non linéaire,Laser;;;;https://tel.archives-ouvertes.fr/tel-00864029
Université Joseph Fourier - Grenoble 1,Institut polytechnique de Grenoble - Grenoble Institute of Technology,Centre National de la Recherche Scientifique;Institut Néel;École doctorale physique (Grenoble);Romain Vincent;Spintronique moléculaire : étude de la dynamique d'un spin nucléaire unique,Electronic read-out of a single nuclear spin based on a molecular spin transistor;06/12/2012;fr;Alain Schuhl [Président],Denis Vion [Rapporteur],Marco Affronte [Rapporteur],Franck Balestro,Herre s.j. Van der zant;Wolfgang Wernsdorfer;phys.phys;Quantum dot,Spin Dynamic,Electromigration,Nuclear spin,Molecular magnet,Spintronic,Boîte quantique,Dynamique de spin,Electromigration,Spin nucléaire,Aimant moléculaire,Spintronique;;;;https://tel.archives-ouvertes.fr/tel-00945672
Université Joseph Fourier - Grenoble 1,Institut polytechnique de Grenoble - Grenoble Institute of Technology,Centre National de la Recherche Scientifique;Institut Néel;École doctorale physique (Grenoble);Georgeta Ciuta;Une étude expérimentale de la coercivité des aimants NdFeB,Coercivity in hard magnetic materials;12/07/2013;fr;Alain Schuhl [Président],Viorel Pop [Rapporteur],Volker Neu [Rapporteur],James m.d. Coey,Manabe Akira,Nora Dempsey;Dominique Givord;phys.cond.cm-gen;Hard magnetic films,Magnetization reversal mechanism,Coercivity,Permanent magnet,Aimant permanent,Coercitivité,Mécanisme de renversement d'aimantation,Couches magnétiques dures;;;;https://tel.archives-ouvertes.fr/tel-00952842
Université Joseph Fourier - Grenoble 1,Institut polytechnique de Grenoble - Grenoble Institute of Technology,Centre National de la Recherche Scientifique;Institut Néel;École doctorale physique (Grenoble);Emmanuelle Jal;Réflectivité magnétique résonante de rayons X mous : une sonde de la distribution d'aimantation complexe au sein de films minces,Soft X-ray Resonant Magnetic Reflectivity : a probe for complex magnetization distribution in thin films;26/09/2013;fr;Jan Vogel [Président],Frederic Ott [Rapporteur],Manuel Bibes [Rapporteur],Karine Dumesnil,Maurizio Sacchi;Jean-Marc Tonnerre;phys.phys;Synchrotron radiation,Resonant scattering,Nanomagnetism,Thin layers,Couche minces,Diffraction résonante,Rayonnement synchrotron,Nanomagnétisme;;;;https://tel.archives-ouvertes.fr/tel-00952868
Université Joseph Fourier - Grenoble 1,Institut polytechnique de Grenoble - Grenoble Institute of Technology,Centre National de la Recherche Scientifique;Institut Néel;École doctorale physique (Grenoble);Boris Brun;Interactions électroniques en physique mésoscopique\, microscopie à effet de grille local et interférométrie sur un contact ponctuel quantique,Electron interactions in mesoscopic physics : Scanning Gate Microscopy and interferometry at a quantum point contact;17/10/2014;fr;Julia Meyer [Président],Patrice Roche [Rapporteur],Francesco Giazotto [Rapporteur],Harold Baranger,Dietmar Weinmann;Marc Sanquer,Hermann Sellier;phys.cond.cm-gen;Near field,QPC,2DEG,Quantum transport,SGM,Champ proche,Contact ponctuel quantique,Microscopie,Transport quantique,Gaz bidimensionnels;;;;https://tel.archives-ouvertes.fr/tel-01137642
Université Joseph Fourier - Grenoble 1,Institut polytechnique de Grenoble - Grenoble Institute of Technology,Centre National de la Recherche Scientifique;Institut Néel;École doctorale physique (Grenoble);Hossein Ftouni;Transport thermique dans des membranes très minces de SiN amorphe,Thermal transport in very thin amorphous SiN membranes;12/12/2013;fr;Frederic Ayela [Président],Jean-Yves Duquesne [Rapporteur],Severine Gomes [Rapporteur],Stefan Dilhaire,Emmanuel Hadji;Olivier Bourgeois,Jalal Jomaah;phys.cond.cm-gen;Amorphous materials,Silicon nitride,Membrane,Thermal properties,Phonon,3 omega method,Phonon,Méthode 3 oméga,Propriétés thermique,Membrane,Matériaux amorphes,Nitrure de silicium;;;;https://tel.archives-ouvertes.fr/tel-00995424
Centre National de la Recherche Scientifique,Université Grenoble Alpes [2016-2019],Commissariat à l'énergie atomique et aux énergies alternatives;Institut de Recherche Interdisciplinaire de Grenoble;École doctorale physique (Grenoble);Niels Junius;Développements instrumentaux pour le contrôle de la cristallisation par la dialyse : approche microfluidique et analyse aux rayons X,Instrumental developments for controlling the crystallization by dialysis : microfluidic approach and X-ray analysis;18/11/2016;fr;Wim Burmeister [Président],Claude Sauter [Rapporteur],Françoise Bonnete [Rapporteur],Stéphane Veesler,Jean-Baptiste Salmon,Jean-Luc Ferrer;Monika Budayova-Spano;sdv.bbm.bp,sdv.bbm.bs,sdv.bio,phys.phys.phys-bio-ph;Phase diagram,Temperature,Dialysis,Protein,Crystallization,Microfluidic,Diagramme de phases,Température,Dialyse,Protéine,Cristallisation,Microfluidique;;;;https://tel.archives-ouvertes.fr/tel-01498968
Université Joseph Fourier - Grenoble 1,Institut polytechnique de Grenoble - Grenoble Institute of Technology,Centre National de la Recherche Scientifique;Institut Néel;École doctorale physique (Grenoble);Etienne Dumur;A V-shape superconducting artificial atom for circuit quantum electrodynamics,Un atome artificiel supraconducteur en V pour les circuits en électrodynamique quantique;04/02/2015;en;Frank W. J. Hekking [Président],Denis Vion [Rapporteur],Evgeni Llichev [Rapporteur],Max Hofheinz,Jean-Michel Raimond;Olivier Buisson;phys.cond;Quantum electrodynamics,Dc-SQUID,Superconductor quantum bit,Quantum nano-electronic,Électrodynamique quantique,SQUID-dc,Bit quantique supraconducteur,Nano-électronique quantique;;;;https://tel.archives-ouvertes.fr/tel-01147222
Université Joseph Fourier - Grenoble 1,Institut polytechnique de Grenoble - Grenoble Institute of Technology,Centre National de la Recherche Scientifique;Institut Néel;École doctorale physique (Grenoble);Léopold Vincent Birane Diop;Structure et propriétés physiques de composés magnétiques de type RT12B6 et (Hf\,Ta)Fe2 et leur dépendance en fonction de la pression (physique ou chimique) (R=élément de terre rare et T=élément de transition 3d),Physical and structural properties of RT12B6 and (Hf\,Ta)Fe2 type magnetic compounds and their evolution versus pressure (physical or chemical one). (R=rare-earth element and T=3d transition element);14/03/2014;fr;Alain Schuhl [Président],Jean-Marc Greneche [Rapporteur],Valérie Paul-Boncour [Rapporteur],Vincent Hardy,Charles Simon;Olivier Isnard;phys.cond.cm-gen;Magnetostriction,Magnetocalorics,Metamagnetic transition,Cristallographic and magnetic structure,High magnetic fields,Mössbauer spectroscopy,Neutron diffraction,Intermetallic compounds,Magnetic materials,Magnétostriction,Magnétocaloriques,Transition métamagnétique,Matériaux magnétiques,Composés intermétalliques,Diffraction neutronique,Spectroscopie Mössbauer,Champs magnétiques intenses,Structure cristallographique et magnétique;;;;https://tel.archives-ouvertes.fr/tel-01147244
Université Joseph Fourier - Grenoble 1,Institut polytechnique de Grenoble - Grenoble Institute of Technology,Centre National de la Recherche Scientifique,Ministério da Ciência e Tecnologia;Institut Néel,Centro Brasileiro de Pesquisas Físicas;École doctorale physique (Grenoble);Fernanda Deus Da Silva;Contributions to the transport properties of many body systems,Contributions aux propriétés de transport d'un système à N Corps;11/03/2015;en;Itzhak Roditi [Rapporteur],Adeline Crépieux [Rapporteur],Andrea Latge [Rapporteur],Tobias Micklitz;Claudine Lacroix,Mucio Continentino,Mairbek Chshiev;phys.cond.cm-gen;Quantum critical point,Spintronics,Strongly correlated electronic systems,Spin and charge transport,Spintronique,Transport de charge et de spin,Point critique quantique,Systèmes fortement corrélés;;;;https://tel.archives-ouvertes.fr/tel-01159317
Université Joseph Fourier - Grenoble 1,Institut polytechnique de Grenoble - Grenoble Institute of Technology,Centre National de la Recherche Scientifique;Institut Néel;École doctorale physique (Grenoble);Ales Hrabec;Domain wall dynamics in magnetic nanostructures : Effect of magnetic field and electric current,Etude de la dynamique de l'aimantation dans des nanostructures magnétiques à aimantation perpendiculaire : effet du champ magnétique et du courant électrique;06/12/2011;en;Mairbek Chshiev [Président],Alexandra Mougin [Rapporteur],Stéphane Mangin [Rapporteur],Fausto Sirotti;Stefania Pizzini,Laurent Ranno;phys.cond.cm-ms;Magneto-transport,Magneto-optical effects,Spin transfer,Spin electronics,Domain wall,Film,Magnetism,Magnéto-transport,Effets magnéto-optiques,Transfert de spin,Électronique de spin,Magnétisme,Film,Paroi magnétique;;;;https://tel.archives-ouvertes.fr/tel-00767418
